repo,expected_family,kind,number,title,state,html_url,keyword_hits
google-research/albert,C5,PR,203,Modify default value of the max_seq_length at the stage of fine-tuning on GLUE,closed,https://github.com/google-research/albert/pull/203,"['glue', 'tuning']"
google-research/albert,C5,ISSUE,202,Training without SOP Loss,open,https://github.com/google-research/albert/issues/202,['ratio']
google-research/albert,C5,ISSUE,201,ValueError: Signature 'serving_default' is missing from meta graph.,open,https://github.com/google-research/albert/issues/201,['ap']
google-research/albert,C5,ISSUE,200,[question] Cross-layer parameter sharing,open,https://github.com/google-research/albert/issues/200,['ap']
google-research/albert,C5,ISSUE,199,ModuleNotFoundError: No module named 'albert',closed,https://github.com/google-research/albert/issues/199,"['squad', 'tuning']"
google-research/albert,C5,ISSUE,198,ALBERT-xxlarge V2 training on TPU V3-512 extremely slow,closed,https://github.com/google-research/albert/issues/198,"['ap', 'checkpoint', 'conf', 'config', 'mean', 'paper', 'ratio', 'reproduce', 'token']"
google-research/albert,C5,ISSUE,196,"tokenization.py - WordpieceTokenizer uses ""##"", but Sentencepiece vocab generates ""▁""",open,https://github.com/google-research/albert/issues/196,"['ap', 'split', 'token']"
google-research/albert,C5,PR,195,Fix instructions on running spm_train.,closed,https://github.com/google-research/albert/pull/195,['fix']
google-research/albert,C5,ISSUE,194,GPU not used when fine-tuning on SQuAD 2.0,open,https://github.com/google-research/albert/issues/194,"['checkpoint', 'conf', 'config', 'squad', 'stride', 'tuning']"
google-research/albert,C5,PR,192,fix an error on the max_seq_length. Here we should set it to 512 instead of 128.,closed,https://github.com/google-research/albert/pull/192,['fix']
google-research/albert,C5,PR,191,ALBERT GLUE fine-tuning colab tutorial.,closed,https://github.com/google-research/albert/pull/191,"['glue', 'tuning']"
google-research/albert,C5,ISSUE,189,"run_pretraining.py doesn't read all input files while training on desktop, global step doesn't work like epoch logic",open,https://github.com/google-research/albert/issues/189,"['mean', 'split']"
google-research/albert,C5,ISSUE,188,TPU training problem,closed,https://github.com/google-research/albert/issues/188,"['ap', 'checkpoint', 'ratio', 'split', 'token']"
google-research/albert,C5,PR,187,remove an info log from the tokenzier as it flushes the screen,closed,https://github.com/google-research/albert/pull/187,['token']
google-research/albert,C5,PR,186,Fix error experiments on RACE because of no all.txt,closed,https://github.com/google-research/albert/pull/186,['fix']
google-research/albert,C5,PR,185,Fix running experiments on RACE (no all.txt),closed,https://github.com/google-research/albert/pull/185,"['ap', 'fix']"
google-research/albert,C5,PR,183,remove validate_case_matches_checkpoint from the finetuning scripts,closed,https://github.com/google-research/albert/pull/183,"['checkpoint', 'tuning']"
google-research/albert,C5,ISSUE,180,Wrong configuration of albert xlarge,open,https://github.com/google-research/albert/issues/180,"['conf', 'config', 'ratio']"
google-research/albert,C5,ISSUE,179,Pretraining iterations_per_loop and batch_size,open,https://github.com/google-research/albert/issues/179,['ratio']
google-research/albert,C5,ISSUE,177,Uneven sampling if number of tfrecords > cycle_length,open,https://github.com/google-research/albert/issues/177,"['ap', 'conf', 'figure', 'reproduce']"
google-research/albert,C5,PR,275,Made README.md more Readable,open,https://github.com/google-research/albert/pull/275,['table']
google-research/albert,C5,PR,274,Replace deprecated `tf.contrib.data.map_and_batch(...)` with `tf.data.experimental.map_and_batch(...)`.,closed,https://github.com/google-research/albert/pull/274,['ap']
google-research/albert,C5,PR,272,Bump tensorflow from 1.15.2 to 2.11.1,open,https://github.com/google-research/albert/pull/272,"['ap', 'checkpoint', 'conf', 'fix', 'ratio', 'split', 'table']"
google-research/albert,C5,PR,271,Bump tensorflow from 1.15.2 to 2.9.3,closed,https://github.com/google-research/albert/pull/271,"['ap', 'conf', 'fix', 'validation']"
google-research/albert,C5,PR,268,tokenization: log spm usage only in debug mode to avoid console spamming,open,https://github.com/google-research/albert/pull/268,"['detok', 'token']"
google-research/albert,C5,PR,265,Bump tensorflow from 1.15.2 to 2.7.2,closed,https://github.com/google-research/albert/pull/265,"['ap', 'conf', 'fix', 'validation']"
google-research/albert,C5,PR,263,Bump tensorflow from 1.15.2 to 2.6.4,closed,https://github.com/google-research/albert/pull/263,"['ap', 'conf', 'fix', 'ratio', 'validation']"
google-research/albert,C5,PR,258,Bump tensorflow from 1.15.2 to 2.5.3,closed,https://github.com/google-research/albert/pull/258,"['ap', 'conf', 'fix', 'leak', 'ratio', 'split', 'validation']"
google-research/albert,C5,PR,252,Minor bug fix,closed,https://github.com/google-research/albert/pull/252,['fix']
google-research/albert,C5,PR,246,Bump tensorflow from 1.15.2 to 2.5.1,closed,https://github.com/google-research/albert/pull/246,"['ap', 'conf', 'fix', 'nms', 'ratio', 'validation']"
google-research/albert,C5,PR,245,Bump tensorflow from 1.15.2 to 2.4.0,closed,https://github.com/google-research/albert/pull/245,"['ap', 'conf', 'config', 'fix', 'leak', 'ratio', 'table']"
google-research/albert,C5,PR,236,Bump tensorflow from 1.15.2 to 2.3.1,closed,https://github.com/google-research/albert/pull/236,"['ap', 'conf', 'config', 'fix', 'leak', 'mismatch', 'ratio', 'table', 'validation']"
google-research/albert,C5,PR,231,Bump tensorflow from 1.15.2 to 1.15.4,closed,https://github.com/google-research/albert/pull/231,"['ap', 'conf', 'config', 'fix', 'leak', 'mismatch', 'validation']"
google-research/albert,C5,PR,223,ensure str for the case of bytes type.,open,https://github.com/google-research/albert/pull/223,"['fix', 'token']"
google-research/albert,C5,PR,222,Add the ability to bake threshold into the exported SavedModel.,closed,https://github.com/google-research/albert/pull/222,['threshold']
google-research/albert,C5,PR,209,fix the attention mask description error and a cola evaluation calculation error.,closed,https://github.com/google-research/albert/pull/209,"['evaluation', 'fix']"
google-research/albert,C5,PR,203,Modify default value of the max_seq_length at the stage of fine-tuning on GLUE,closed,https://github.com/google-research/albert/pull/203,"['glue', 'tuning']"
google-research/albert,C5,PR,195,Fix instructions on running spm_train.,closed,https://github.com/google-research/albert/pull/195,['fix']
google-research/albert,C5,PR,192,fix an error on the max_seq_length. Here we should set it to 512 instead of 128.,closed,https://github.com/google-research/albert/pull/192,['fix']
google-research/albert,C5,PR,191,ALBERT GLUE fine-tuning colab tutorial.,closed,https://github.com/google-research/albert/pull/191,"['glue', 'tuning']"
google-research/albert,C5,PR,187,remove an info log from the tokenzier as it flushes the screen,closed,https://github.com/google-research/albert/pull/187,['token']
google-research/albert,C5,PR,186,Fix error experiments on RACE because of no all.txt,closed,https://github.com/google-research/albert/pull/186,['fix']
google-research/albert,C5,PR,185,Fix running experiments on RACE (no all.txt),closed,https://github.com/google-research/albert/pull/185,"['ap', 'fix']"
google-research/albert,C5,PR,183,remove validate_case_matches_checkpoint from the finetuning scripts,closed,https://github.com/google-research/albert/pull/183,"['checkpoint', 'tuning']"
google-research/albert,C5,PR,176,Add option to create_optimizer for colocate_gradients_with_ops,closed,https://github.com/google-research/albert/pull/176,"['ap', 'conf', 'config']"
google-research/albert,C5,PR,163,create_pretraining_data with multiple files ,closed,https://github.com/google-research/albert/pull/163,['token']
google-research/albert,C5,PR,160,Support ALBERT squad_v1 for tflite.,closed,https://github.com/google-research/albert/pull/160,['squad']
google-research/albert,C5,PR,157,Integration test.,closed,https://github.com/google-research/albert/pull/157,['ratio']
google-research/albert,C5,PR,148,More flag validation and documentation,closed,https://github.com/google-research/albert/pull/148,['validation']
google-research/albert,C5,PR,147,"Explicitly replace ""import tensorflow"" with ""tensorflow.compat.v1"" for TF2.x migration",closed,https://github.com/google-research/albert/pull/147,['ratio']
google-research/albert,C5,PR,143,Fix date in the last update.,closed,https://github.com/google-research/albert/pull/143,['fix']
google-research/albert,C5,PR,139,Bump tensorflow from 1.15 to 1.15.2,closed,https://github.com/google-research/albert/pull/139,"['ap', 'conf', 'config', 'figure', 'fix', 'ratio', 'seed', 'table', 'token']"
google-research/albert,C5,PR,134,Fix the error in invoking preprocess_text(),closed,https://github.com/google-research/albert/pull/134,['fix']
google-research/albert,C5,PR,124,Happy new year!,closed,https://github.com/google-research/albert/pull/124,['ap']
google-research/albert,C5,PR,121,Fix run_glue.sh script evaluation. See #120,closed,https://github.com/google-research/albert/pull/121,"['evaluation', 'fix', 'glue']"
google-research/albert,C5,PR,118,Update tokenization.py,closed,https://github.com/google-research/albert/pull/118,['token']
google-research/albert,C5,PR,109,Add a note to the readme about the fixed v2 TF-Hub modules.,closed,https://github.com/google-research/albert/pull/109,['fix']
google-research/albert,C5,PR,69,Support for TF-Hub in fine-tuning scripts,closed,https://github.com/google-research/albert/pull/69,['tuning']
google-research/albert,C5,PR,48,run_glue.sh script and documentation improvements,closed,https://github.com/google-research/albert/pull/48,['glue']
google-research/albert,C5,PR,46,Preventing estimator from deleting checkpoints,closed,https://github.com/google-research/albert/pull/46,['checkpoint']
google-research/albert,C5,PR,41,Fix comments in requirements.txt,closed,https://github.com/google-research/albert/pull/41,['fix']
google-research/albert,C5,PR,38,"Optimize how best checkpoint is preserved during evaluation. Instead of copying the best checkpoint, track the progress of the eval (best trial step, best trial value and global step of the last evaluated checkpoint) in best_trial.txt.  best_trial.txt is also used to prevent garbage collection of the best checkpoint. At the end of the eval,  best_trial.txt is used to copy final best checkpoint to model.ckpt-best.",closed,https://github.com/google-research/albert/pull/38,"['checkpoint', 'evaluation']"
google-research/albert,C5,PR,33,fix import error,closed,https://github.com/google-research/albert/pull/33,"['fix', 'squad']"
google-research/albert,C5,PR,32,google_type_annotations not found error,closed,https://github.com/google-research/albert/pull/32,['squad']
google-research/albert,C5,PR,26,add support to ALBERT finetuning on SQUAD tasks with early stopping,closed,https://github.com/google-research/albert/pull/26,"['early stop', 'squad', 'tuning']"
google-research/albert,C5,PR,16,Fix typo in README,closed,https://github.com/google-research/albert/pull/16,['fix']
google-research/albert,C5,PR,12,Correction at line 398,closed,https://github.com/google-research/albert/pull/12,['correction']
google-research/albert,C5,PR,1,Small comment on the integration test script.,closed,https://github.com/google-research/albert/pull/1,['ratio']
WongKinYiu/yolov7,C5,PR,2152,Fix #2145: fix: add missing .sigmoid() in SigmoidBin inference path,open,https://github.com/WongKinYiu/yolov7/pull/2152,['fix']
WongKinYiu/yolov7,C5,PR,2150,"feat(seg): DLA ONNX export, SPPCSPC_DLA, checker, and docs",open,https://github.com/WongKinYiu/yolov7/pull/2150,"['ap', 'checkpoint', 'nms']"
WongKinYiu/yolov7,C5,PR,2147,fix: OTA target scaling uses height for both dimensions,closed,https://github.com/WongKinYiu/yolov7/pull/2147,"['ap', 'fix']"
WongKinYiu/yolov7,C5,PR,2146,fix: remove hardcoded cuda:0 in OTA loss for multi-GPU support,closed,https://github.com/WongKinYiu/yolov7/pull/2146,"['ap', 'fix', 'mismatch']"
WongKinYiu/yolov7,C5,PR,2145,fix: add missing .sigmoid() in SigmoidBin inference path,closed,https://github.com/WongKinYiu/yolov7/pull/2145,"['ap', 'fix']"
WongKinYiu/yolov7,C5,ISSUE,2143,"Trying to install pygame but get the messages below: ""Getting requirements to build wheel ... error"". How can I solve it?",open,https://github.com/WongKinYiu/yolov7/issues/2143,"['ap', 'conf', 'config', 'figure', 'ratio']"
WongKinYiu/yolov7,C5,PR,2141,Bugfix: Device alocation under loss when training yolov7-w6,open,https://github.com/WongKinYiu/yolov7/pull/2141,['fix']
WongKinYiu/yolov7,C5,ISSUE,2138,ONNX export for single-class YOLOv7: confidences not normalized (Frigate/OpenVINO integration issue),open,https://github.com/WongKinYiu/yolov7/issues/2138,"['ap', 'conf', 'nms', 'ratio']"
WongKinYiu/yolov7,C5,PR,2136,fixed utils to handle pytorch > 2.6 which changed to default block un…,closed,https://github.com/WongKinYiu/yolov7/pull/2136,['fix']
WongKinYiu/yolov7,C5,ISSUE,2134,How to decode output results from EfficientNMS_TRT,open,https://github.com/WongKinYiu/yolov7/issues/2134,"['conf', 'nms']"
WongKinYiu/yolov7,C5,ISSUE,2133,test.py logs zero labels in test set when no predictions are successfully made,open,https://github.com/WongKinYiu/yolov7/issues/2133,"['ap', 'conf', 'mean', 'report', 'test set']"
WongKinYiu/yolov7,C5,ISSUE,2131,Clarification on GPLv3 License When Using Quantized YOLOv7 Weights Without Source Code,open,https://github.com/WongKinYiu/yolov7/issues/2131,"['ap', 'table']"
WongKinYiu/yolov7,C5,ISSUE,2128,File runs\train\switch\weights\last.pt cannot be opened.,open,https://github.com/WongKinYiu/yolov7/issues/2128,"['ap', 'coco', 'token']"
WongKinYiu/yolov7,C5,ISSUE,2125,"mAP, detect.py/ test.py  Inconsistency in number of images,labels,ground truth",closed,https://github.com/WongKinYiu/yolov7/issues/2125,"['ap', 'conf']"
WongKinYiu/yolov7,C5,ISSUE,2124,mAP different between YOLO and COCO,open,https://github.com/WongKinYiu/yolov7/issues/2124,"['ap', 'average', 'coco', 'evaluation', 'metric', 'nms']"
WongKinYiu/yolov7,C5,ISSUE,2120,YOLOV7,open,https://github.com/WongKinYiu/yolov7/issues/2120,"['ap', 'mean', 'ratio']"
WongKinYiu/yolov7,C5,ISSUE,2119,WeightsUnpickler error in segment/predict.py,open,https://github.com/WongKinYiu/yolov7/issues/2119,"['ap', 'checkpoint', 'coco']"
WongKinYiu/yolov7,C5,PR,2118,fix:touch load required weight only false,open,https://github.com/WongKinYiu/yolov7/pull/2118,['fix']
WongKinYiu/yolov7,C5,PR,2117,fix: torch.load requires weights_only,open,https://github.com/WongKinYiu/yolov7/pull/2117,['fix']
WongKinYiu/yolov7,C5,PR,2115,Fix for torch 2.6,open,https://github.com/WongKinYiu/yolov7/pull/2115,['fix']
WongKinYiu/yolov7,C5,ISSUE,2113,YOLOv7-Seg报错AttributeError:  list  object has no attribute  shape,open,https://github.com/WongKinYiu/yolov7/issues/2113,['ap']
WongKinYiu/yolov7,C5,ISSUE,2112,Incremental Learning Coco Dataset,open,https://github.com/WongKinYiu/yolov7/issues/2112,['coco']
WongKinYiu/yolov7,C5,PR,2108,Fixed import path issue in experimental.py,open,https://github.com/WongKinYiu/yolov7/pull/2108,['fix']
WongKinYiu/yolov7,C5,ISSUE,2104, How to train a mask on my own processed dataset?,closed,https://github.com/WongKinYiu/yolov7/issues/2104,"['conf', 'config', 'figure', 'ratio']"
WongKinYiu/yolov7,C5,ISSUE,2103,为什么u7 的seg任务，使用coco8-seg数据集训练，在训练时所有loss都是NaN,open,https://github.com/WongKinYiu/yolov7/issues/2103,['coco']
WongKinYiu/yolov7,C5,ISSUE,2100,Statistic validation results,open,https://github.com/WongKinYiu/yolov7/issues/2100,"['mean', 'ratio', 'validation']"
WongKinYiu/yolov7,C5,ISSUE,2099,trained model export to trt error,open,https://github.com/WongKinYiu/yolov7/issues/2099,"['ap', 'validation']"
WongKinYiu/yolov7,C5,ISSUE,2098,How should I interpret the Precision curve? ,open,https://github.com/WongKinYiu/yolov7/issues/2098,"['ap', 'conf']"
WongKinYiu/yolov7,C5,ISSUE,2095,to coco,open,https://github.com/WongKinYiu/yolov7/issues/2095,"['ap', 'coco', 'conf', 'split']"
WongKinYiu/yolov7,C5,ISSUE,2092,Question about ELAN,open,https://github.com/WongKinYiu/yolov7/issues/2092,"['ap', 'figure', 'mean', 'paper']"
WongKinYiu/yolov7,C5,ISSUE,2091,Dynamic Image size ONNX conversion,open,https://github.com/WongKinYiu/yolov7/issues/2091,"['ap', 'conf']"
WongKinYiu/yolov7,C5,ISSUE,2085,Do all the bits of the image used for learning have to be the same?,open,https://github.com/WongKinYiu/yolov7/issues/2085,['ap']
WongKinYiu/yolov7,C5,ISSUE,2084,pytorch AdamW instead of Adam,open,https://github.com/WongKinYiu/yolov7/issues/2084,['fix']
WongKinYiu/yolov7,C5,ISSUE,2083,Train Yolov7 with non square images without padding and resizing,open,https://github.com/WongKinYiu/yolov7/issues/2083,['augment']
WongKinYiu/yolov7,C5,PR,2081,fixed the plot.py and dataloader.py files,open,https://github.com/WongKinYiu/yolov7/pull/2081,['fix']
WongKinYiu/yolov7,C5,PR,2080,Fixed np.int issue in u7 branch and under the seg/utils/dataloader.py,open,https://github.com/WongKinYiu/yolov7/pull/2080,['fix']
WongKinYiu/yolov7,C5,ISSUE,2076,paper,closed,https://github.com/WongKinYiu/yolov7/issues/2076,"['ap', 'paper']"
WongKinYiu/yolov7,C5,ISSUE,2075,No Detection of images even after training 1200 images with 100 epochs.,open,https://github.com/WongKinYiu/yolov7/issues/2075,"['conf', 'split']"
WongKinYiu/yolov7,C5,ISSUE,2074,No Detection of images even after training 1200 images with 100 epochs.,closed,https://github.com/WongKinYiu/yolov7/issues/2074,"['conf', 'split']"
WongKinYiu/yolov7,C5,PR,2070,fix: don't download file if already exists,open,https://github.com/WongKinYiu/yolov7/pull/2070,['fix']
WongKinYiu/yolov7,C5,ISSUE,2065,clearml.backend_api.session.defs.MissingConfigError: It seems ClearML is not configured on this machine!,open,https://github.com/WongKinYiu/yolov7/issues/2065,"['ap', 'conf', 'config', 'figure']"
WongKinYiu/yolov7,C5,ISSUE,2064,During the tranining dataloader problem ,open,https://github.com/WongKinYiu/yolov7/issues/2064,"['fix', 'ratio', 'validation']"
WongKinYiu/yolov7,C5,ISSUE,2063,Explaining this model with grad-CAM,open,https://github.com/WongKinYiu/yolov7/issues/2063,"['ap', 'conf', 'fix', 'mean', 'ratio']"
WongKinYiu/yolov7,C5,ISSUE,2062,"Using the train_aux.py training script, single gpu training fails, but multiple gpu training succeeds.",open,https://github.com/WongKinYiu/yolov7/issues/2062,"['ap', 'report']"
WongKinYiu/yolov7,C5,ISSUE,2061,Memory Leak with PyTorch 2.3.1 and torchvision 0.18.1,closed,https://github.com/WongKinYiu/yolov7/issues/2061,['leak']
WongKinYiu/yolov7,C5,ISSUE,2059,What exactly does image size do in test.py and detect.py?,open,https://github.com/WongKinYiu/yolov7/issues/2059,['ap']
WongKinYiu/yolov7,C5,ISSUE,2058,Problem wher run learning on 32 batch-size,open,https://github.com/WongKinYiu/yolov7/issues/2058,['ap']
WongKinYiu/yolov7,C5,ISSUE,2057,onnx non end2end,open,https://github.com/WongKinYiu/yolov7/issues/2057,['conf']
WongKinYiu/yolov7,C5,PR,2152,Fix #2145: fix: add missing .sigmoid() in SigmoidBin inference path,open,https://github.com/WongKinYiu/yolov7/pull/2152,['fix']
WongKinYiu/yolov7,C5,PR,2150,"feat(seg): DLA ONNX export, SPPCSPC_DLA, checker, and docs",open,https://github.com/WongKinYiu/yolov7/pull/2150,"['ap', 'checkpoint', 'nms']"
WongKinYiu/yolov7,C5,PR,2147,fix: OTA target scaling uses height for both dimensions,closed,https://github.com/WongKinYiu/yolov7/pull/2147,"['ap', 'fix']"
WongKinYiu/yolov7,C5,PR,2146,fix: remove hardcoded cuda:0 in OTA loss for multi-GPU support,closed,https://github.com/WongKinYiu/yolov7/pull/2146,"['ap', 'fix', 'mismatch']"
WongKinYiu/yolov7,C5,PR,2145,fix: add missing .sigmoid() in SigmoidBin inference path,closed,https://github.com/WongKinYiu/yolov7/pull/2145,"['ap', 'fix']"
